danceability,energy,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,Genre
0.676,0.461,-6.746,0,0.0322,1.01e-06,0.358,0.715,87.917,acoustic
0.42,0.166,-17.235,1,0.924,5.56e-06,0.101,0.267,77.489,acoustic
0.438,0.359,-9.734,1,0.21,0.0,0.117,0.12,76.332,acoustic
0.266,0.0596,-18.515,1,0.905,7.07e-05,0.132,0.143,181.74,acoustic
0.618,0.443,-9.681,1,0.469,0.0,0.0829,0.167,119.949,acoustic
0.688,0.481,-8.807,1,0.289,0.0,0.189,0.666,98.017,acoustic
0.407,0.147,-8.822,1,0.857,2.89e-06,0.0913,0.0765,141.284,acoustic
0.703,0.444,-9.331,1,0.559,0.0,0.0973,0.712,150.96,acoustic
0.625,0.414,-8.7,1,0.294,0.0,0.151,0.669,130.088,acoustic
0.442,0.632,-6.77,1,0.426,0.00419,0.0735,0.196,78.899,acoustic
0.627,0.363,-8.127,1,0.279,0.0,0.0928,0.301,99.905,acoustic
0.483,0.303,-10.058,1,0.694,0.0,0.115,0.139,133.406,acoustic
0.489,0.314,-9.245,0,0.749,0.0,0.113,0.607,124.234,acoustic
0.691,0.234,-6.441,1,0.777,0.0,0.12,0.209,87.103,acoustic
0.755,0.78,-6.084,1,0.124,2.83e-05,0.121,0.387,120.004,acoustic
0.489,0.561,-7.933,1,0.2,4.56e-05,0.179,0.238,83.457,acoustic
0.706,0.112,-18.098,1,0.827,4.03e-06,0.125,0.414,110.154,acoustic
0.795,0.0841,-18.09,0,0.742,1.17e-05,0.0853,0.609,91.803,acoustic
0.625,0.414,-8.7,1,0.294,0.0,0.151,0.669,130.088,acoustic
0.717,0.32,-8.393,1,0.83,0.0,0.107,0.322,107.946,acoustic
0.703,0.444,-9.331,1,0.559,0.0,0.0973,0.712,150.96,acoustic
0.678,0.351,-8.654,1,0.747,0.0,0.355,0.569,90.032,acoustic
0.407,0.147,-8.822,1,0.857,2.89e-06,0.0913,0.0765,141.284,acoustic
0.572,0.454,-10.286,1,0.477,1.37e-05,0.0974,0.515,140.182,acoustic
0.796,0.667,-4.831,0,0.381,0.0,0.221,0.754,97.988,acoustic
0.755,0.454,-9.609,0,0.757,0.0,0.236,0.33,120.06,acoustic
0.62,0.309,-9.209,1,0.788,0.0,0.146,0.664,145.363,acoustic
0.633,0.429,-6.784,0,0.0444,0.0,0.132,0.52,143.793,acoustic
0.62,0.309,-9.209,1,0.788,0.0,0.146,0.664,145.363,acoustic
0.62,0.309,-9.209,1,0.788,0.0,0.146,0.664,145.363,acoustic
0.62,0.309,-9.209,1,0.788,0.0,0.146,0.664,145.363,acoustic
0.62,0.309,-9.209,1,0.788,0.0,0.146,0.664,145.363,acoustic
0.593,0.455,-8.192,1,0.366,0.0,0.0914,0.564,202.019,acoustic
0.296,0.206,-11.799,1,0.782,0.000225,0.0959,0.202,165.4,acoustic
0.296,0.206,-11.799,1,0.782,0.000225,0.0959,0.202,165.4,acoustic
0.296,0.206,-11.799,1,0.782,0.000225,0.0959,0.202,165.4,acoustic
0.409,0.153,-10.74,0,0.939,2.56e-05,0.108,0.18,85.262,acoustic
0.501,0.0952,-12.931,1,0.963,1.58e-05,0.0915,0.316,138.016,acoustic
0.606,0.326,-10.031,1,0.841,0.0,0.139,0.414,91.626,acoustic
0.409,0.153,-10.74,0,0.939,2.56e-05,0.108,0.18,85.262,acoustic
0.474,0.519,-5.291,1,0.281,0.0,0.107,0.326,151.832,acoustic
0.568,0.301,-10.163,0,0.796,3.37e-06,0.118,0.142,88.029,acoustic
0.568,0.686,-6.635,1,0.15,1.81e-06,0.0881,0.725,172.075,acoustic
0.568,0.686,-6.635,1,0.15,1.81e-06,0.0881,0.725,172.075,acoustic
0.476,0.666,-3.438,1,0.314,0.0,0.342,0.498,148.155,acoustic
0.568,0.686,-6.635,1,0.15,1.81e-06,0.0881,0.725,172.075,acoustic
0.568,0.686,-6.635,1,0.15,1.81e-06,0.0881,0.725,172.075,acoustic
0.568,0.686,-6.635,1,0.15,1.81e-06,0.0881,0.725,172.075,acoustic
0.568,0.686,-6.635,1,0.15,1.81e-06,0.0881,0.725,172.075,acoustic
0.568,0.686,-6.635,1,0.15,1.81e-06,0.0881,0.725,172.075,acoustic
0.596,0.2,-10.424,0,0.91,0.000183,0.0884,0.308,107.893,acoustic
0.373,0.914,-4.185,1,0.076,0.0,0.669,0.56,168.21,acoustic
0.494,0.652,-5.863,0,0.0754,0.00256,0.125,0.298,137.018,acoustic
0.447,0.393,-8.65,1,0.785,0.0,0.28,0.564,73.139,acoustic
0.576,0.331,-9.389,0,0.894,3.44e-05,0.129,0.407,149.02,acoustic
0.536,0.89,-5.222,1,0.078,0.0202,0.131,0.273,121.974,acoustic
0.526,0.333,-13.02,1,0.91,0.168,0.111,0.159,94.951,acoustic
0.501,0.381,-9.448,1,0.687,0.00133,0.119,0.502,80.075,acoustic
0.27,0.275,-10.357,1,0.834,0.0,0.146,0.231,168.964,acoustic
0.731,0.507,-6.477,1,0.572,0.0,0.0912,0.265,117.969,acoustic
0.375,0.457,-7.018,1,0.868,0.0145,0.191,0.415,174.839,acoustic
0.43,0.791,-5.419,0,0.0726,0.0193,0.11,0.217,171.864,acoustic
0.616,0.282,-15.317,1,0.983,0.833,0.13,0.435,96.638,acoustic
0.705,0.347,-8.249,1,0.674,0.0,0.12,0.36,80.057,acoustic
0.582,0.255,-10.254,1,0.772,0.0,0.0889,0.285,139.884,acoustic
0.549,0.274,-12.565,1,0.798,6.63e-06,0.103,0.207,86.664,acoustic
0.787,0.355,-11.429,1,0.896,0.0201,0.111,0.48,99.978,acoustic
0.397,0.303,-7.508,1,0.381,0.0,0.101,0.172,81.05,acoustic
0.548,0.42,-7.842,1,0.198,4.46e-06,0.0899,0.196,128.012,acoustic
0.787,0.403,-11.989,1,0.603,0.00857,0.131,0.264,118.042,acoustic
0.484,0.573,-6.183,1,0.0882,1.14e-06,0.15,0.346,139.966,acoustic
0.382,0.416,-9.303,1,0.0733,0.0,0.0719,0.125,102.089,acoustic
0.541,0.575,-9.463,1,0.677,0.215,0.102,0.428,91.98,acoustic
0.607,0.473,-8.555,1,0.712,0.0,0.66,0.54,119.698,acoustic
0.417,0.595,-7.84,1,0.158,0.000269,0.101,0.117,147.928,acoustic
0.572,0.454,-10.286,1,0.477,1.37e-05,0.0974,0.515,140.182,acoustic
0.709,0.913,-5.148,1,0.0182,0.0,0.167,0.519,108.024,acoustic
0.537,0.342,-13.553,1,0.645,0.266,0.0687,0.253,109.236,acoustic
0.602,0.336,-11.106,1,0.883,0.0017,0.143,0.335,90.894,acoustic
0.643,0.638,-4.947,0,0.204,0.0,0.0707,0.6,82.001,acoustic
0.451,0.7,-6.597,0,0.455,0.00233,0.405,0.37,150.055,acoustic
0.546,0.391,-10.786,0,0.784,2.72e-06,0.0552,0.202,139.669,acoustic
0.561,0.327,-10.835,0,0.902,0.000469,0.111,0.298,161.858,acoustic
0.479,0.541,-9.862,1,0.74,0.0,0.108,0.3,85.994,acoustic
0.479,0.541,-9.862,1,0.74,0.0,0.108,0.3,85.994,acoustic
0.436,0.4,-11.485,1,0.904,0.00105,0.125,0.351,100.734,acoustic
0.551,0.836,-3.838,0,0.00502,2.1e-05,0.0425,0.758,185.063,acoustic
0.409,0.153,-10.74,0,0.939,2.56e-05,0.108,0.18,85.262,acoustic
0.409,0.153,-10.74,0,0.939,2.56e-05,0.108,0.18,85.262,acoustic
0.6,0.845,-7.076,1,0.048,0.0,0.24,0.392,97.631,acoustic
0.492,0.145,-14.504,0,0.872,9.68e-06,0.107,0.218,90.078,acoustic
0.492,0.145,-14.504,0,0.872,9.68e-06,0.107,0.218,90.078,acoustic
0.447,0.555,-6.018,1,0.218,3.46e-06,0.124,0.33,117.888,acoustic
0.492,0.145,-14.504,0,0.872,9.68e-06,0.107,0.218,90.078,acoustic
0.492,0.145,-14.504,0,0.872,9.68e-06,0.107,0.218,90.078,acoustic
0.492,0.145,-14.504,0,0.872,9.68e-06,0.107,0.218,90.078,acoustic
0.492,0.145,-14.504,0,0.872,9.68e-06,0.107,0.218,90.078,acoustic
0.492,0.145,-14.504,0,0.872,9.68e-06,0.107,0.218,90.078,acoustic
0.661,0.937,-5.157,0,0.322,1.04e-06,0.19,0.805,105.549,acoustic
0.603,0.78,-5.531,1,0.139,0.0,0.164,0.693,100.499,acoustic
0.626,0.655,-6.69,1,0.503,0.0,0.13,0.542,92.003,acoustic
0.794,0.38,-8.769,0,0.762,0.0,0.262,0.617,114.99,acoustic
0.52,0.279,-10.739,0,0.894,0.000105,0.103,0.0951,69.642,acoustic
0.545,0.658,-7.174,1,0.496,0.0,0.105,0.683,76.971,acoustic
0.728,0.266,-7.322,1,0.872,1.03e-05,0.114,0.307,115.189,acoustic
0.66,0.407,-8.381,1,0.236,0.0,0.109,0.257,133.86,acoustic
0.357,0.161,-10.667,1,0.971,1.4e-05,0.358,0.325,83.449,acoustic
0.479,0.154,-11.282,1,0.915,0.0,0.0974,0.36,147.207,acoustic
0.592,0.769,-5.268,1,0.319,4.66e-06,0.137,0.385,102.033,acoustic
0.7,0.454,-10.39,0,0.55,0.0022,0.121,0.34,80.011,acoustic
0.402,0.197,-10.775,1,0.858,1.05e-06,0.114,0.148,100.044,acoustic
0.507,0.378,-9.019,1,0.852,0.000212,0.0937,0.085,135.86,acoustic
0.619,0.226,-13.453,1,0.959,4.42e-05,0.106,0.188,124.96,acoustic
0.404,0.571,-5.069,1,0.182,2.08e-05,0.129,0.29,147.01,acoustic
0.418,0.79,-6.599,0,0.0284,9.96e-06,0.117,0.197,175.975,acoustic
0.633,0.299,-7.798,1,0.833,0.0,0.109,0.341,147.549,acoustic
0.565,0.0392,-28.276,1,0.835,0.183,0.117,0.601,125.399,acoustic
0.664,0.0755,-19.836,1,0.91,0.0,0.164,0.575,80.004,acoustic
0.585,0.303,-10.058,1,0.694,0.0,0.115,0.142,136.703,acoustic
0.65,0.271,-11.081,1,0.794,6.9e-05,0.196,0.21,78.036,acoustic
0.534,0.213,-8.64,1,0.884,0.0,0.107,0.0998,98.385,acoustic
0.456,0.386,-10.293,1,0.835,0.108,0.389,0.612,165.733,acoustic
0.409,0.234,-13.711,1,0.338,5e-05,0.0895,0.145,139.832,acoustic
0.502,0.53,-9.573,1,0.805,0.000738,0.0728,0.102,78.046,acoustic
0.496,0.117,-12.884,1,0.933,0.0,0.126,0.318,78.068,acoustic
0.585,0.724,-6.513,0,0.315,0.0681,0.0448,0.333,187.484,acoustic
0.582,0.253,-11.43,1,0.827,2.95e-05,0.091,0.294,90.186,acoustic
0.637,0.14,-11.472,1,0.903,0.0,0.107,0.392,139.78,acoustic
0.672,0.623,-5.699,1,0.241,0.0,0.0848,0.617,92.018,acoustic
0.422,0.272,-10.772,0,0.496,1.07e-05,0.0704,0.113,143.413,acoustic
0.47,0.801,-6.426,1,0.0758,3.53e-05,0.218,0.431,173.92,acoustic
0.564,0.864,-5.121,1,0.0761,0.0,0.182,0.534,95.984,acoustic
0.521,0.495,-7.756,1,0.128,0.0,0.296,0.116,135.061,acoustic
0.616,0.81,-6.51,1,0.369,0.0,0.107,0.79,97.994,acoustic
0.615,0.812,-6.573,1,0.184,0.0,0.328,0.74,98.954,acoustic
0.478,0.305,-13.062,1,0.675,0.00139,0.169,0.0974,108.66,acoustic
0.479,0.541,-9.862,1,0.737,0.0,0.108,0.321,85.994,acoustic
0.587,0.767,-5.713,1,0.225,0.0,0.112,0.664,100.38,acoustic
0.514,0.569,-7.866,0,0.601,2.21e-06,0.218,0.264,142.597,acoustic
0.646,0.836,-6.203,1,0.301,3.23e-05,0.29,0.727,105.991,acoustic
0.57,0.711,-4.155,1,0.119,0.0,0.352,0.648,163.117,acoustic
0.678,0.199,-9.785,1,0.957,3.23e-06,0.0968,0.262,72.006,acoustic
0.589,0.867,-4.523,1,0.041,0.0,0.306,0.795,94.52,acoustic
0.626,0.926,-4.441,1,0.0265,0.0,0.159,0.548,99.997,acoustic
0.686,0.556,-8.5,0,0.532,0.0,0.0922,0.36,112.997,acoustic
0.56,0.832,-5.595,1,0.108,0.0,0.232,0.802,100.957,acoustic
0.619,0.793,-5.964,1,0.263,0.0,0.0828,0.892,177.991,acoustic
0.56,0.278,-12.501,1,0.733,0.0,0.112,0.594,102.187,acoustic
0.595,0.805,-7.926,1,0.0167,1.06e-05,0.0691,0.359,102.44,acoustic
0.438,0.827,-6.531,1,0.0512,0.000402,0.319,0.645,143.377,acoustic
0.582,0.375,-13.277,0,0.702,0.0631,0.136,0.106,129.909,acoustic
0.453,0.295,-12.881,1,0.518,0.00011,0.293,0.14,146.022,acoustic
0.636,0.625,-7.895,1,0.222,5.35e-05,0.119,0.342,93.931,acoustic
0.639,0.201,-16.613,0,0.907,2.26e-05,0.124,0.4,88.107,acoustic
0.69,0.423,-9.194,0,0.883,0.0123,0.111,0.59,130.121,acoustic
0.599,0.349,-9.269,1,0.819,0.0,0.112,0.444,147.913,acoustic
0.519,0.264,-11.171,1,0.918,0.000253,0.237,0.192,140.354,acoustic
0.643,0.569,-7.459,1,0.544,2.17e-05,0.178,0.275,120.507,acoustic
0.573,0.624,-9.076,0,0.471,0.117,0.114,0.529,161.025,acoustic
0.654,0.821,-5.472,1,0.00666,0.00299,0.228,0.613,111.958,acoustic
0.426,0.399,-8.447,1,0.761,0.00112,0.118,0.217,115.979,acoustic
0.505,0.21,-11.349,1,0.907,0.0,0.11,0.323,80.721,acoustic
0.693,0.43,-9.395,1,0.565,0.0,0.0928,0.731,151.001,acoustic
0.739,0.287,-14.007,0,0.969,0.961,0.111,0.557,80.64,acoustic
0.453,0.146,-8.976,1,0.867,3.49e-06,0.0945,0.0915,137.905,acoustic
0.606,0.54,-6.271,0,0.182,0.000144,0.144,0.249,79.952,acoustic
0.595,0.646,-5.495,1,0.11,0.0,0.258,0.563,120.049,acoustic
0.736,0.145,-9.215,1,0.855,0.0,0.108,0.235,129.832,acoustic
0.479,0.126,-13.974,1,0.966,0.0,0.113,0.279,96.327,acoustic
0.583,0.786,-3.142,0,0.0208,0.0,0.188,0.573,123.055,acoustic
0.549,0.291,-13.457,1,0.858,0.000846,0.129,0.376,75.153,acoustic
0.418,0.489,-8.373,0,0.287,0.0288,0.42,0.398,72.891,acoustic
0.498,0.12,-17.721,1,0.851,0.0,0.171,0.338,121.187,acoustic
0.769,0.135,-12.049,0,0.986,0.905,0.106,0.471,103.939,acoustic
0.434,0.469,-7.849,0,0.52,0.000328,0.108,0.0568,136.282,acoustic
0.452,0.198,-9.374,1,0.931,2.24e-06,0.1,0.217,119.499,acoustic
0.544,0.5,-8.253,1,0.0325,3.78e-06,0.109,0.177,93.621,acoustic
0.662,0.187,-9.003,1,0.969,0.000273,0.0922,0.233,104.988,acoustic
0.497,0.13,-15.571,1,0.841,0.0,0.111,0.179,130.769,acoustic
0.528,0.291,-9.696,1,0.914,0.0,0.121,0.355,76.805,acoustic
0.461,0.522,-7.513,1,0.36,0.0,0.123,0.446,157.768,acoustic
0.483,0.506,-6.058,1,0.394,0.0,0.0946,0.705,87.337,acoustic
0.392,0.423,-7.813,1,0.27,0.0,0.117,0.288,113.537,acoustic
0.42,0.2,-18.827,1,0.929,0.49,0.0758,0.164,87.248,acoustic
0.657,0.716,-5.675,1,0.014,0.0,0.0483,0.435,93.924,acoustic
0.495,0.185,-13.824,1,0.692,0.00403,0.109,0.196,101.89,acoustic
0.55,0.499,-9.502,1,0.472,2.26e-06,0.0798,0.144,86.966,acoustic
0.534,0.359,-9.311,1,0.449,1.2e-05,0.331,0.267,131.804,acoustic
0.378,0.52,-10.965,1,0.777,0.0888,0.0979,0.357,73.744,acoustic
0.606,0.349,-13.967,1,0.764,0.306,0.112,0.156,80.071,acoustic
0.486,0.555,-9.466,1,0.818,0.00269,0.109,0.0992,77.987,acoustic
0.577,0.446,-11.343,1,0.554,0.0782,0.116,0.262,81.005,acoustic
0.59,0.407,-9.079,1,0.861,9.95e-06,0.094,0.276,145.852,acoustic
0.538,0.315,-10.057,1,0.96,0.00596,0.0979,0.4,91.921,acoustic
0.447,0.158,-7.571,1,0.872,1.58e-06,0.0816,0.142,140.942,acoustic
0.401,0.58,-6.86,1,0.906,0.217,0.134,0.526,173.277,acoustic
0.502,0.311,-13.421,1,0.617,4.32e-05,0.129,0.4,107.612,acoustic
0.678,0.612,-9.764,1,0.1,0.316,0.164,0.857,118.381,acoustic
0.65,0.406,-13.492,1,0.568,0.0,0.484,0.862,79.642,acoustic
0.649,0.399,-7.894,1,0.184,0.000108,0.113,0.342,97.498,acoustic
0.523,0.445,-6.359,1,0.188,0.0,0.18,0.336,78.957,acoustic
0.538,0.162,-13.31,1,0.847,0.0,0.114,0.366,94.981,acoustic
0.519,0.429,-7.707,0,0.658,0.0,0.111,0.396,129.491,acoustic
0.585,0.103,-12.682,1,0.801,0.0,0.126,0.179,133.057,acoustic
0.578,0.763,-4.824,1,0.0916,2.8e-06,0.0743,0.394,96.808,acoustic
0.223,0.891,-3.626,0,0.325,0.0,0.287,0.333,159.888,acoustic
0.382,0.157,-16.157,1,0.878,0.000473,0.112,0.224,136.11,acoustic
0.642,0.374,-10.606,1,0.423,1.54e-06,0.435,0.0979,129.863,acoustic
0.436,0.239,-12.83,1,0.861,8.48e-05,0.0902,0.137,73.761,acoustic
0.702,0.326,-6.638,1,0.705,0.0,0.168,0.628,79.904,acoustic
0.593,0.292,-12.755,1,0.828,0.0,0.174,0.375,111.121,acoustic
0.285,0.186,-12.729,1,0.76,7.3e-05,0.104,0.203,153.848,acoustic
0.636,0.625,-7.895,1,0.222,5.35e-05,0.119,0.342,93.931,acoustic
0.698,0.285,-7.632,1,0.927,0.0,0.0883,0.53,135.027,acoustic
0.601,0.439,-7.589,1,0.0642,0.0,0.0942,0.275,99.976,acoustic
0.332,0.298,-14.174,1,0.875,0.00784,0.114,0.243,83.555,acoustic
0.386,0.452,-7.715,1,0.417,0.0,0.0881,0.287,169.837,acoustic
0.62,0.668,-5.719,1,0.088,0.0,0.362,0.183,118.013,acoustic
0.394,0.281,-11.12,1,0.826,0.0,0.0854,0.485,90.044,acoustic
0.59,0.552,-10.496,1,0.654,0.000359,0.128,0.635,155.101,acoustic
0.539,0.717,-7.385,1,0.000298,0.111,0.125,0.212,117.973,acoustic
0.543,0.138,-14.331,1,0.791,0.0,0.185,0.3,115.65,acoustic
0.62,0.547,-6.772,1,0.112,0.0,0.19,0.208,98.032,acoustic
0.761,0.311,-10.597,1,0.647,0.0,0.15,0.553,109.891,acoustic
0.674,0.122,-17.963,1,0.882,0.0,0.139,0.339,130.014,acoustic
0.429,0.358,-9.076,1,0.614,0.0,0.0875,0.187,134.279,acoustic
0.456,0.101,-11.75,1,0.876,1.74e-06,0.0776,0.155,139.896,acoustic
0.647,0.567,-8.971,1,0.0318,0.0,0.133,0.374,125.871,acoustic
0.322,0.213,-14.915,0,0.611,0.0,0.113,0.16,160.389,acoustic
0.482,0.381,-13.93,1,0.455,0.00295,0.114,0.42,81.712,acoustic
0.393,0.207,-11.865,1,0.877,0.0,0.104,0.262,163.99,acoustic
0.423,0.207,-8.811,1,0.887,0.0,0.0948,0.209,149.664,acoustic
0.522,0.152,-14.996,1,0.788,2.37e-05,0.148,0.133,144.055,acoustic
0.547,0.313,-7.982,1,0.612,7.97e-06,0.111,0.261,133.737,acoustic
0.504,0.321,-13.807,1,0.149,0.000107,0.147,0.577,170.134,acoustic
0.466,0.161,-14.498,1,0.979,0.000238,0.231,0.171,139.167,acoustic
0.619,0.28,-10.238,0,0.73,0.0,0.103,0.292,129.948,acoustic
0.596,0.429,-10.16,1,0.775,0.0107,0.0962,0.229,148.086,acoustic
0.645,0.169,-15.744,1,0.844,0.00019,0.109,0.178,167.826,acoustic
0.522,0.256,-11.216,1,0.86,0.000806,0.142,0.13,76.349,acoustic
0.681,0.168,-13.397,1,0.793,0.000134,0.109,0.29,128.615,acoustic
0.736,0.364,-5.966,1,0.741,0.0,0.0932,0.371,110.023,acoustic
0.451,0.528,-6.984,1,0.366,0.0,0.0811,0.527,139.28,acoustic
0.371,0.674,-3.72,1,0.169,0.0,0.0889,0.92,87.603,acoustic
0.731,0.572,-7.889,0,0.105,0.00012,0.133,0.947,154.038,acoustic
0.69,0.334,-5.626,1,0.947,0.0,0.0895,0.8,74.721,acoustic
0.594,0.307,-13.062,1,0.796,0.0414,0.15,0.24,94.026,acoustic
0.608,0.917,-5.341,1,0.236,0.0,0.13,0.936,117.875,acoustic
0.687,0.494,-9.421,1,0.324,5.5e-05,0.0867,0.621,93.269,acoustic
0.687,0.494,-9.421,1,0.324,5.5e-05,0.0867,0.621,93.269,acoustic
0.652,0.15,-12.699,1,0.923,0.0,0.102,0.361,104.018,acoustic
0.765,0.241,-8.865,1,0.873,0.0,0.111,0.182,123.95,acoustic
0.589,0.249,-10.086,1,0.717,0.0,0.106,0.363,150.096,acoustic
0.588,0.604,-7.602,1,0.343,6.86e-05,0.252,0.351,92.02,acoustic
0.735,0.203,-13.237,0,0.854,0.00164,0.105,0.479,113.913,acoustic
0.655,0.147,-14.409,1,0.88,0.0,0.266,0.328,116.103,acoustic
0.363,0.819,-3.128,1,0.0591,0.0,0.0988,0.468,122.527,acoustic
0.473,0.263,-8.609,1,0.814,0.0,0.142,0.315,87.145,acoustic
0.676,0.768,-5.695,0,0.149,0.00147,0.345,0.493,105.999,acoustic
0.41,0.221,-11.673,1,0.768,0.0,0.106,0.228,139.529,acoustic
0.439,0.217,-13.166,1,0.933,0.0,0.126,0.373,144.413,acoustic
0.582,0.347,-14.769,1,0.317,0.00678,0.111,0.0797,97.957,acoustic
0.426,0.127,-13.287,1,0.863,4.3e-06,0.0993,0.149,62.535,acoustic
0.696,0.261,-12.107,0,0.737,1.24e-05,0.11,0.361,136.053,acoustic
0.549,0.24,-7.778,1,0.947,0.0,0.106,0.167,119.58,acoustic
0.541,0.192,-13.995,0,0.893,0.0,0.193,0.317,139.938,acoustic
0.662,0.711,-4.924,1,0.0686,1.17e-05,0.085,0.352,119.989,acoustic
0.665,0.185,-13.852,1,0.913,0.0,0.334,0.458,82.474,acoustic
0.591,0.175,-12.959,1,0.927,0.0,0.133,0.352,139.902,acoustic
0.489,0.183,-14.769,1,0.907,3.95e-05,0.106,0.486,79.961,acoustic
0.618,0.083,-23.665,1,0.745,0.000123,0.146,0.597,90.865,acoustic
0.664,0.319,-8.149,0,0.862,0.0,0.121,0.258,105.036,acoustic
0.408,0.266,-12.9,0,0.875,0.000498,0.104,0.35,143.651,acoustic
0.623,0.132,-13.668,1,0.893,0.0,0.217,0.266,82.105,acoustic
0.494,0.214,-11.041,1,0.92,1.07e-05,0.107,0.35,125.981,acoustic
0.374,0.183,-13.225,1,0.897,0.0387,0.109,0.134,82.042,acoustic
0.559,0.455,-8.937,1,0.421,2.08e-06,0.103,0.396,159.985,acoustic
0.642,0.408,-8.168,1,0.729,0.0,0.185,0.411,119.81,acoustic
0.48,0.618,-7.335,1,0.844,8.93e-05,0.325,0.344,82.051,acoustic
0.271,0.0937,-15.035,1,0.939,0.0,0.108,0.147,164.721,acoustic
0.594,0.695,-8.872,1,0.19,3.58e-06,0.119,0.172,104.977,acoustic
0.574,0.344,-8.995,1,0.421,0.0,0.0804,0.0987,147.924,acoustic
0.647,0.298,-7.91,1,0.861,0.0,0.12,0.31,106.244,acoustic
0.486,0.0399,-21.56,1,0.953,8.74e-06,0.115,0.155,95.066,acoustic
0.734,0.0423,-24.831,1,0.916,0.0,0.108,0.14,123.905,acoustic
0.711,0.231,-13.033,1,0.832,0.00115,0.105,0.186,125.062,acoustic
0.629,0.174,-9.697,1,0.616,0.0,0.118,0.305,134.295,acoustic
0.615,0.406,-12.619,1,0.541,1.67e-05,0.0982,0.541,166.035,acoustic
0.503,0.357,-9.36,1,0.727,0.0,0.128,0.438,136.135,acoustic
0.45,0.183,-9.003,1,0.762,3.41e-06,0.11,0.219,61.192,acoustic
0.525,0.461,-9.489,0,0.775,2.14e-06,0.362,0.202,147.997,acoustic
0.555,0.934,-5.04,1,0.00268,0.0,0.122,0.422,144.874,acoustic
0.678,0.363,-10.9,1,0.872,0.000101,0.0798,0.543,75.004,acoustic
0.555,0.452,-9.636,1,0.694,0.0,0.0595,0.321,179.921,acoustic
0.586,0.396,-9.953,1,0.896,0.543,0.0992,0.16,142.591,acoustic
0.588,0.142,-15.196,1,0.863,0.000162,0.0953,0.288,119.656,acoustic
0.724,0.652,-6.869,1,0.46,0.000142,0.101,0.75,106.911,acoustic
0.567,0.224,-10.024,1,0.887,0.0,0.109,0.2,124.44,acoustic
0.544,0.839,-8.991,1,0.784,0.0,0.341,0.967,87.609,acoustic
0.555,0.68,-8.358,0,0.126,0.000906,0.0506,0.903,84.518,acoustic
0.69,0.306,-9.193,1,0.805,0.0,0.0968,0.424,115.671,acoustic
0.513,0.317,-17.036,1,0.365,0.003,0.118,0.177,84.853,acoustic
0.494,0.152,-9.843,1,0.947,0.0,0.123,0.304,134.178,acoustic
0.634,0.267,-7.396,1,0.841,0.0,0.11,0.391,143.514,acoustic
0.694,0.471,-8.62,1,0.411,0.0,0.233,0.466,95.003,acoustic
0.643,0.11,-14.28,1,0.876,1.38e-05,0.112,0.152,101.995,acoustic
0.422,0.41,-14.151,0,0.00855,0.0,0.104,0.354,83.952,acoustic
0.543,0.288,-8.608,0,0.667,0.0,0.113,0.293,95.435,acoustic
0.332,0.282,-7.257,1,0.825,0.0,0.104,0.234,187.057,acoustic
0.43,0.121,-15.148,1,0.908,0.0,0.161,0.461,91.211,acoustic
0.432,0.197,-9.251,1,0.87,0.0,0.11,0.348,163.985,acoustic
0.592,0.769,-5.268,1,0.319,4.66e-06,0.137,0.385,102.033,acoustic
0.733,0.297,-14.452,1,0.935,2.75e-06,0.108,0.766,103.953,acoustic
0.394,0.249,-10.484,1,0.927,0.0,0.115,0.329,79.549,acoustic
0.41,0.234,-15.236,1,0.798,0.00304,0.108,0.19,93.72,acoustic
0.48,0.158,-15.239,1,0.809,0.886,0.117,0.498,86.107,acoustic
0.255,0.625,-8.31,1,0.63,0.000211,0.0976,0.191,84.611,acoustic
0.524,0.328,-10.001,1,0.817,0.0,0.118,0.599,99.941,acoustic
0.464,0.653,-7.514,1,0.199,0.0,0.0979,0.416,162.196,acoustic
0.659,0.331,-8.987,1,0.809,0.0,0.0996,0.0877,105.01,acoustic
0.592,0.49,-8.508,1,0.395,0.0,0.333,0.437,99.994,acoustic
0.467,0.851,-4.203,1,0.000353,0.0,0.33,0.644,93.873,acoustic
0.564,0.391,-7.655,1,0.478,0.0,0.127,0.101,130.03,acoustic
0.498,0.384,-10.752,1,0.818,0.000937,0.13,0.25,79.856,acoustic
0.386,0.428,-9.949,0,0.951,0.882,0.162,0.73,172.311,acoustic
0.702,0.259,-9.73,1,0.878,5.34e-06,0.108,0.246,120.102,acoustic
0.747,0.265,-14.141,1,0.745,0.0169,0.11,0.2,138.017,acoustic
0.522,0.498,-7.247,1,0.0758,1.51e-06,0.25,0.221,145.908,acoustic
0.715,0.438,-6.147,0,0.353,1.75e-06,0.108,0.447,81.07,acoustic
0.642,0.374,-10.606,1,0.423,1.54e-06,0.435,0.0979,129.863,acoustic
0.354,0.415,-6.578,1,0.797,0.0,0.107,0.421,175.537,acoustic
0.447,0.158,-7.571,1,0.872,1.58e-06,0.0816,0.142,140.942,acoustic
0.687,0.748,-4.54,1,0.24,0.0,0.373,0.872,88.944,acoustic
0.588,0.914,-7.442,1,0.832,0.856,0.103,0.971,128.553,acoustic
0.456,0.205,-8.437,1,0.92,0.00011,0.149,0.161,117.663,acoustic
0.512,0.248,-10.359,1,0.75,2.96e-05,0.114,0.158,109.692,acoustic
